customer_id,product_id,interaction_type,interaction_date
C6652,P6101,viewed,2024-10-31
C9131,P6385,clicked,2024-06-13
C3793,P2120,viewed,2024-04-01
C3583,P2437,clicked,2024-07-04
C8847,P8142,purchased,2024-02-05
C8661,P7230,purchased,2024-05-30
C5568,P6606,viewed,2024-05-21
C1965,P5589,purchased,2024-07-25
C4616,P2528,clicked,2024-12-01
C2344,P6515,viewed,2024-10-18
C6989,P6101,purchased,2024-10-29
C7647,P1589,viewed,2024-09-18
C1413,P7540,purchased,2024-12-03
C7193,P1751,clicked,2024-10-03
C5256,P5294,clicked,2024-12-04
C1527,P1526,purchased,2024-04-09
C1140,P9969,clicked,2024-10-22
C6105,P4300,viewed,2024-12-02
C4530,P6989,purchased,2024-01-25
C7435,P6817,purchased,2024-08-30
C3325,P3545,clicked,2024-06-20
C4830,P1589,viewed,2024-02-28
C5772,P2457,clicked,2024-05-09
C8619,P2388,clicked,2024-06-04
C9393,P2606,viewed,2024-03-05
C5310,P3991,purchased,2024-04-03
C4044,P5605,purchased,2024-07-07
C2886,P2388,purchased,2024-07-20
C1166,P9241,viewed,2024-05-08
C6310,P9047,purchased,2024-11-15
C4830,P2449,viewed,2024-08-27
C1166,P4851,clicked,2024-03-21
C4799,P6692,purchased,2024-09-10
C9304,P8356,viewed,2024-07-15
C1648,P5654,viewed,2024-10-25
C3746,P4447,clicked,2024-03-18
C4530,P1294,clicked,2024-05-05
C5458,P4242,clicked,2024-01-25
C9393,P1608,clicked,2024-02-07
C6463,P7813,purchased,2024-11-03
C7318,P9225,viewed,2024-11-29
C8847,P8290,viewed,2024-06-23
C8310,P2543,viewed,2024-06-20
C8901,P2528,clicked,2024-06-15
C1627,P2200,purchased,2024-01-26
C4251,P9863,purchased,2024-02-15
C5297,P1258,purchased,2024-11-03
C3053,P2189,viewed,2024-01-25
C6606,P2437,viewed,2024-09-28
C3501,P8531,purchased,2024-05-18
C8433,P8443,purchased,2024-07-14
C3365,P7542,clicked,2024-10-21
C9339,P2465,purchased,2024-03-21
C2389,P4420,purchased,2024-07-03
C1527,P6038,purchased,2024-09-26
C9131,P6449,clicked,2024-08-10
C9304,P5728,viewed,2024-04-10
C4830,P8544,purchased,2024-02-03
C6989,P7812,clicked,2024-08-22
C8366,P1589,clicked,2024-11-13
C9535,P9225,viewed,2024-08-21
C7435,P2940,viewed,2024-09-19
C7186,P4704,viewed,2024-05-01
C6310,P6692,viewed,2024-11-03
C1828,P8092,purchased,2024-11-29
C8274,P3269,viewed,2024-09-04
C1965,P5800,clicked,2024-10-06
C3896,P5093,purchased,2024-11-13
C5118,P9143,purchased,2024-02-26
C3501,P3486,purchased,2024-01-22
C8310,P4818,viewed,2024-05-26
C3896,P6926,clicked,2024-10-09
C9535,P9940,viewed,2024-06-07
C3946,P3200,clicked,2024-05-24
C9792,P7953,clicked,2024-06-24
C1627,P3620,clicked,2024-01-14
C5961,P4556,purchased,2024-07-06
C6862,P2438,purchased,2024-09-09
C6105,P4622,viewed,2024-08-05
C5567,P5210,clicked,2024-06-18
C8619,P5209,purchased,2024-05-17
C2344,P4599,viewed,2024-08-25
C3053,P7332,clicked,2024-08-11
C8366,P1608,clicked,2024-04-22
C1648,P3152,purchased,2024-03-01
C5955,P5832,viewed,2024-05-31
C3816,P4420,clicked,2024-12-18
C3893,P4818,clicked,2024-07-18
C1965,P2376,purchased,2024-02-24
C5568,P6305,viewed,2024-01-20
C9131,P3408,clicked,2024-06-23
C4883,P8092,clicked,2024-04-24
C5118,P1589,clicked,2024-05-07
C3816,P4869,purchased,2024-03-29
C4940,P9149,viewed,2024-06-23
C6310,P1070,clicked,2024-05-09
C5227,P1258,clicked,2024-04-12
C5310,P9271,clicked,2024-01-05
C3793,P7283,purchased,2024-10-04
C3565,P4556,viewed,2024-11-08
C7186,P9747,purchased,2024-03-02
C4251,P4704,clicked,2024-05-25
C3053,P5209,viewed,2024-07-22
C1648,P2221,viewed,2024-07-30
C8366,P7399,purchased,2024-10-04
C3816,P1589,purchased,2024-01-17
C2886,P1168,viewed,2024-08-22
C5772,P7230,purchased,2024-07-10
C9412,P3679,viewed,2024-04-29
C6310,P2401,purchased,2024-10-15
C5297,P1099,clicked,2024-06-06
C3893,P5939,clicked,2024-07-02
C9304,P9969,clicked,2024-04-24
C9792,P3393,clicked,2024-05-09
C6989,P9494,purchased,2024-08-24
C5567,P8788,clicked,2024-10-02
C9412,P9363,purchased,2024-01-08
C5607,P9494,clicked,2024-06-22
C9339,P4420,clicked,2024-10-11
C4799,P1700,clicked,2024-10-04
C8310,P9800,viewed,2024-10-13
C3583,P2704,purchased,2024-01-12
C8901,P3768,clicked,2024-10-29
C6463,P4445,clicked,2024-08-18
C5568,P4242,purchased,2024-02-23
C6862,P2351,purchased,2024-06-10
C5772,P9785,viewed,2024-06-13
C8433,P6555,purchased,2024-11-19
C3583,P4922,clicked,2024-05-17
C1828,P3948,clicked,2024-06-08
C8310,P4346,purchased,2024-07-30
C3565,P6667,clicked,2024-12-14
C2344,P1505,purchased,2024-05-10
C3053,P6059,clicked,2024-12-19
C1166,P2606,clicked,2024-10-26
C4251,P6381,clicked,2024-02-28
C6105,P5451,clicked,2024-06-26
C8619,P1108,viewed,2024-02-15
C8901,P5445,clicked,2024-03-14
C1627,P2254,viewed,2024-06-13
C4799,P3685,purchased,2024-03-21
C5310,P8755,viewed,2024-09-25
C8642,P9534,clicked,2024-03-01
C5227,P1692,clicked,2024-01-04
C1464,P6038,viewed,2024-02-24
C8310,P4962,clicked,2024-10-05
C1273,P7367,purchased,2024-09-14
C1140,P9800,purchased,2024-06-20
C1827,P1507,viewed,2024-10-19
C3763,P3730,clicked,2024-05-02
C9615,P4242,purchased,2024-07-26
C5256,P1087,purchased,2024-08-26
C3763,P9723,viewed,2024-11-30
C9535,P3958,clicked,2024-03-26
C7348,P2907,viewed,2024-09-15
C9434,P9193,purchased,2024-05-17
C9694,P1087,clicked,2024-08-16
C9434,P3152,viewed,2024-11-24
C7348,P6230,purchased,2024-12-16
C5715,P8942,clicked,2024-12-01
C8661,P7194,viewed,2024-04-27
C5227,P3152,purchased,2024-02-13
C1648,P5728,clicked,2024-03-05
C8274,P2005,viewed,2024-02-22
C8310,P8680,viewed,2024-03-31
C1827,P1810,clicked,2024-10-09
C2389,P7616,clicked,2024-01-19
C5310,P1948,purchased,2024-03-04
C3261,P6879,clicked,2024-04-18
C1965,P9239,purchased,2024-06-26
C6652,P4704,viewed,2024-09-16
C5297,P1531,purchased,2024-05-04
C9338,P2202,clicked,2024-03-27
C3893,P8788,purchased,2024-02-03
C9131,P5749,viewed,2024-08-20
C5568,P8633,viewed,2024-11-27
C8433,P6645,purchased,2024-11-17
C1648,P5659,clicked,2024-06-03
C4044,P9193,purchased,2024-10-01
C1527,P7542,purchased,2024-05-20
C5955,P1608,purchased,2024-08-17
C9434,P2575,clicked,2024-12-07
C2344,P3958,viewed,2024-09-29
C7435,P3298,purchased,2024-12-17
C8366,P9047,clicked,2024-05-06
C1648,P4418,purchased,2024-11-08
C1527,P1553,clicked,2024-08-16
C8847,P4869,purchased,2024-03-13
C8310,P1202,clicked,2024-09-19
C6946,P4908,purchased,2024-09-13
C4830,P6479,purchased,2024-09-10
C4530,P2670,viewed,2024-07-28
C7435,P3319,clicked,2024-10-11
C2886,P6101,clicked,2024-09-17
C8642,P8374,clicked,2024-10-18
C4044,P6455,clicked,2024-11-05
C5905,P7529,purchased,2024-01-24
C4935,P1792,purchased,2024-09-17
C5715,P9515,clicked,2024-08-11
C5715,P8986,viewed,2024-09-17
C4251,P4023,clicked,2024-11-06
C5118,P3685,viewed,2024-06-13
C5568,P3630,purchased,2024-01-08
C3896,P9747,clicked,2024-09-03
C3816,P5530,purchased,2024-11-13
C5772,P8531,viewed,2024-05-26
C7048,P1248,viewed,2024-11-04
C4802,P7971,purchased,2024-12-20
C4802,P9800,viewed,2024-06-30
C2344,P9241,purchased,2024-12-09
C5905,P1300,viewed,2024-10-29
C4940,P3584,viewed,2024-04-17
C8661,P2351,purchased,2024-02-08
C4530,P3113,clicked,2024-03-28
C8847,P1758,viewed,2024-04-20
C2886,P4872,clicked,2024-05-02
C8619,P6432,viewed,2024-05-24
C6989,P1948,purchased,2024-04-10
C4506,P7767,viewed,2024-01-07
C9615,P3102,clicked,2024-04-03
C5772,P2379,viewed,2024-06-22
C6989,P4959,purchased,2024-10-18
C5227,P3001,purchased,2024-01-28
C6606,P1099,purchased,2024-06-12
C4044,P4954,viewed,2024-08-27
C5955,P4918,clicked,2024-03-22
C5912,P7585,purchased,2024-05-26
C9615,P1125,viewed,2024-05-14
C4530,P6734,viewed,2024-02-24
C6989,P4279,purchased,2024-03-25
C7193,P5927,viewed,2024-06-08
C2447,P9940,purchased,2024-11-02
C1827,P7823,purchased,2024-10-09
C9615,P9415,viewed,2024-02-14
C3497,P1792,purchased,2024-04-11
C5607,P9363,clicked,2024-06-18
C4935,P5514,viewed,2024-03-28
C5905,P1810,viewed,2024-04-21
C8310,P1761,viewed,2024-12-21
C4616,P7540,clicked,2024-12-15
C6105,P8677,clicked,2024-02-13
C9304,P3915,viewed,2024-04-15
C1438,P6975,purchased,2024-02-21
C1648,P5276,purchased,2024-11-22
C9338,P4818,viewed,2024-09-03
C3816,P4118,clicked,2024-12-06
C4802,P9193,viewed,2024-06-10
C3746,P6305,viewed,2024-05-28
C3763,P6787,clicked,2024-11-15
C4044,P2318,purchased,2024-03-19
C2447,P9459,clicked,2024-10-17
C4530,P3630,clicked,2024-05-26
C7435,P1948,purchased,2024-06-16
C3325,P4556,clicked,2024-10-07
C9653,P5805,viewed,2024-04-04
C8274,P2449,purchased,2024-10-17
C4506,P8239,viewed,2024-06-20
C8366,P5659,purchased,2024-06-19
C3497,P3958,viewed,2024-03-21
C4830,P5384,clicked,2024-01-04
C1166,P5211,viewed,2024-09-24
C5860,P2893,clicked,2024-03-07
C7647,P6280,purchased,2024-01-28
C9131,P2957,viewed,2024-03-06
C7435,P1553,purchased,2024-06-24
C1648,P5800,purchased,2024-04-12
C2886,P5605,purchased,2024-05-05
C3497,P9747,purchased,2024-05-12
C6606,P2824,purchased,2024-10-28
C8901,P7042,clicked,2024-09-10
C5256,P2404,purchased,2024-01-27
C3946,P1700,viewed,2024-09-02
C9434,P2747,purchased,2024-03-14
C9434,P1042,purchased,2024-05-24
C3793,P1388,clicked,2024-11-05
C8901,P3687,clicked,2024-09-03
C8661,P2318,clicked,2024-03-10
C5227,P3113,purchased,2024-04-21
C3325,P7802,viewed,2024-01-03
C4999,P1243,clicked,2024-08-27
C3565,P3566,purchased,2024-08-18
C9393,P2077,viewed,2024-06-25
C1965,P4908,clicked,2024-03-01
C9615,P6280,viewed,2024-05-31
C8433,P1889,viewed,2024-01-23
C8433,P3121,viewed,2024-05-11
C4830,P8151,viewed,2024-02-14
C9434,P4300,viewed,2024-06-22
C5297,P4447,purchased,2024-02-15
C6105,P5065,purchased,2024-07-05
C3565,P4872,viewed,2024-12-10
C4044,P6606,viewed,2024-01-27
C1304,P5041,viewed,2024-04-18
C3497,P2465,viewed,2024-05-03
C9412,P7585,clicked,2024-09-15
C6989,P2606,viewed,2024-10-28
C3565,P1294,viewed,2024-04-03
C6461,P8053,viewed,2024-03-21
C4830,P5939,clicked,2024-04-18
C2447,P6796,purchased,2024-04-15
C6989,P5210,viewed,2024-09-23
C1527,P1547,purchased,2024-11-06
C9535,P7941,viewed,2024-01-23
C5310,P7132,viewed,2024-09-03
C3365,P2655,viewed,2024-12-20
C2344,P4918,clicked,2024-06-16
C6652,P8793,purchased,2024-07-09
C5955,P1004,viewed,2024-10-27
C4251,P8755,purchased,2024-11-21
C9412,P9684,purchased,2024-08-16
C8274,P6067,purchased,2024-01-28
C5458,P1152,viewed,2024-10-16
C3746,P8393,viewed,2024-09-21
C1273,P7540,purchased,2024-05-15
C1140,P5785,clicked,2024-01-06
C1140,P4024,purchased,2024-06-13
C7348,P3121,purchased,2024-03-19
C8619,P1388,clicked,2024-10-23
C5961,P4908,viewed,2024-05-16
C9535,P2606,clicked,2024-10-24
C3501,P2388,clicked,2024-06-11
C4883,P4685,viewed,2024-10-22
C2447,P1779,clicked,2024-01-31
C1413,P8035,purchased,2024-01-06
C6606,P5514,purchased,2024-04-03
C8310,P4851,purchased,2024-02-05
C6946,P9459,clicked,2024-10-24
C9535,P7916,clicked,2024-02-25
C9131,P2704,clicked,2024-08-08
C5607,P8053,viewed,2024-04-16
C8366,P4848,purchased,2024-10-24
C2344,P3492,clicked,2024-03-12
C7348,P3319,purchased,2024-02-23
C5772,P6496,clicked,2024-04-28
C1648,P8443,clicked,2024-03-23
C2447,P9949,clicked,2024-12-20
C3261,P2655,viewed,2024-01-28
C3746,P4346,clicked,2024-01-07
C1828,P5373,clicked,2024-09-28
C1965,P1758,viewed,2024-07-07
C4530,P4685,clicked,2024-12-06
C6463,P5939,clicked,2024-07-13
C5227,P1378,viewed,2024-12-18
C3583,P7378,purchased,2024-05-07
C3497,P7767,clicked,2024-02-09
C6461,P3176,clicked,2024-02-29
C6652,P8544,purchased,2024-05-13
C6461,P1229,clicked,2024-12-05
C2389,P4109,viewed,2024-06-26
C9131,P9363,viewed,2024-03-02
C1527,P4795,purchased,2024-06-11
C5715,P8843,viewed,2024-08-31
C6989,P4445,purchased,2024-10-24
C3893,P9800,purchased,2024-10-17
C1627,P7812,clicked,2024-01-14
C4999,P7303,clicked,2024-08-01
C5567,P4937,purchased,2024-07-18
C9393,P1938,purchased,2024-09-10
C4940,P3483,clicked,2024-09-03
C3763,P9534,purchased,2024-07-28
C2389,P7230,purchased,2024-11-01
C1828,P7823,purchased,2024-08-01
C3261,P2824,viewed,2024-07-10
C9412,P3878,viewed,2024-01-20
C1828,P5154,viewed,2024-10-30
C4616,P1546,viewed,2024-05-17
C9393,P4645,clicked,2024-03-05
C4044,P9120,purchased,2024-06-23
C7186,P4839,purchased,2024-02-13
C8310,P1657,clicked,2024-05-14
C1140,P4622,viewed,2024-06-07
C3261,P8915,clicked,2024-04-24
C1527,P4445,clicked,2024-11-25
C5772,P3048,clicked,2024-08-15
C5905,P3831,purchased,2024-02-11
C6310,P5251,viewed,2024-11-20
C5955,P2796,clicked,2024-07-19
C1464,P8364,clicked,2024-11-15
C3053,P4848,viewed,2024-03-17
C4935,P7941,purchased,2024-10-16
C1438,P9785,purchased,2024-07-17
C5458,P1938,purchased,2024-06-28
C9615,P1406,viewed,2024-06-14
C3365,P6230,purchased,2024-08-12
C3893,P6604,clicked,2024-09-09
C5912,P8986,viewed,2024-11-04
C4999,P2437,purchased,2024-02-24
C3365,P1862,viewed,2024-08-23
C8274,P7194,viewed,2024-05-02
C5715,P7303,purchased,2024-11-25
C9393,P2548,viewed,2024-01-23
C9535,P4135,purchased,2024-01-20
C2886,P6067,viewed,2024-07-20
C3501,P8018,clicked,2024-06-05
C3816,P6496,purchased,2024-01-15
C3365,P7812,clicked,2024-04-18
C5961,P6373,clicked,2024-04-02
C5961,P9620,viewed,2024-03-05
C1648,P4962,purchased,2024-08-12
C6105,P7585,clicked,2024-09-08
C9131,P2980,clicked,2024-10-20
C4802,P7194,purchased,2024-11-10
C9412,P7529,viewed,2024-10-02
C4935,P9459,purchased,2024-11-13
C1464,P3298,clicked,2024-11-17
C8661,P2120,viewed,2024-03-02
C5568,P1042,clicked,2024-03-31
C5118,P6479,purchased,2024-11-11
C7048,P4733,clicked,2024-04-14
C7048,P6692,clicked,2024-03-02
C5297,P2005,clicked,2024-01-08
C4830,P8810,viewed,2024-06-19
C1965,P6593,clicked,2024-05-03
C8433,P6902,clicked,2024-12-07
C9615,P1294,viewed,2024-11-30
C9393,P8356,clicked,2024-04-16
C7647,P4334,clicked,2024-02-26
C4616,P9949,clicked,2024-08-17
C2447,P9587,clicked,2024-02-29
C5118,P6741,viewed,2024-05-28
C5772,P7053,clicked,2024-11-28
C1527,P4602,purchased,2024-10-07
C1648,P8744,purchased,2024-04-05
C1673,P4872,purchased,2024-07-14
C9792,P8263,clicked,2024-09-10
C1464,P3001,clicked,2024-02-12
C5310,P7529,purchased,2024-07-15
C4506,P9724,clicked,2024-07-28
C3946,P1388,clicked,2024-02-14
C3555,P4242,clicked,2024-12-12
C4999,P8810,purchased,2024-11-29
C1413,P8827,clicked,2024-09-16
C7348,P6512,purchased,2024-03-16
C8433,P4959,clicked,2024-05-29
C5458,P8043,clicked,2024-08-12
C9304,P1779,purchased,2024-09-06
C1527,P7822,clicked,2024-02-05
C8310,P1521,clicked,2024-03-18
C4883,P1300,viewed,2024-01-04
C7348,P4667,purchased,2024-08-26
C9615,P3817,viewed,2024-06-12
C4883,P1862,clicked,2024-05-04
C3583,P8619,purchased,2024-12-19
C3746,P5742,viewed,2024-10-22
C5607,P9545,purchased,2024-01-11
C4251,P8092,clicked,2024-03-04
C6652,P1099,clicked,2024-05-09
C9412,P9287,purchased,2024-01-29
C3365,P5659,purchased,2024-03-19
C9131,P7128,clicked,2024-10-03
C5772,P3152,clicked,2024-11-12
C9434,P9587,viewed,2024-08-31
C6463,P9142,viewed,2024-01-28
C9338,P2444,purchased,2024-12-02
C5256,P9620,purchased,2024-06-28
C4802,P8788,viewed,2024-01-03
C1828,P2030,viewed,2024-04-28
C8642,P9895,purchased,2024-02-17
C1140,P3831,viewed,2024-07-23
C3746,P2202,clicked,2024-05-22
C5256,P4622,purchased,2024-08-19
C9792,P4023,viewed,2024-10-07
C3501,P2957,viewed,2024-10-04
C9412,P7132,clicked,2024-09-26
C3497,P1589,viewed,2024-11-19
C9304,P4599,purchased,2024-04-15
C4802,P1202,purchased,2024-06-08
C6862,P9318,purchased,2024-03-30
C8642,P5927,viewed,2024-09-01
C3261,P1243,viewed,2024-06-11
C2886,P3591,clicked,2024-09-29
C5256,P6381,purchased,2024-06-15
C5310,P9047,purchased,2024-08-18
C5955,P6547,purchased,2024-06-26
C1673,P9724,viewed,2024-09-26
C8310,P4057,clicked,2024-04-05
C3896,P8793,clicked,2024-10-03
C5458,P4447,clicked,2024-11-19
C5568,P1608,purchased,2024-08-07
C3793,P3152,clicked,2024-12-11
C5568,P9149,purchased,2024-05-28
C3946,P6069,purchased,2024-11-09
C2886,P4839,purchased,2024-01-02
C8433,P7822,clicked,2024-03-04
C5458,P7540,purchased,2024-04-27
C3746,P3817,purchased,2024-07-03
C3501,P2575,viewed,2024-06-11
C6652,P8441,clicked,2024-05-24
C6652,P7053,purchased,2024-09-14
C7318,P2465,viewed,2024-03-26
C8661,P2449,clicked,2024-06-02
C9434,P3874,clicked,2024-01-29
C3501,P3545,viewed,2024-05-07
C6461,P9620,purchased,2024-10-26
C9434,P1070,clicked,2024-10-04
C1627,P4556,purchased,2024-12-01
C6310,P2236,clicked,2024-08-05
C1827,P5266,viewed,2024-02-24
C5772,P5222,viewed,2024-12-08
C8847,P3483,clicked,2024-03-02
C5567,P3319,purchased,2024-02-11
C8274,P3319,purchased,2024-04-02
C5118,P4645,viewed,2024-10-11
C6310,P4519,clicked,2024-10-27
C4883,P8614,viewed,2024-07-22
C5567,P6606,viewed,2024-07-02
C6461,P6025,clicked,2024-12-17
C6310,P6547,viewed,2024-07-30
C3325,P1382,clicked,2024-04-28
C4802,P2449,purchased,2024-11-21
C5860,P5170,purchased,2024-03-21
C3497,P8053,viewed,2024-07-01
C3501,P2575,purchased,2024-01-14
C6989,P3001,viewed,2024-05-01
C6989,P7616,clicked,2024-12-21
C1140,P3200,purchased,2024-04-10
C5912,P1406,viewed,2024-12-20
C6461,P3408,viewed,2024-08-12
C5567,P2119,purchased,2024-08-25
C1438,P7266,purchased,2024-01-24
C7348,P5170,clicked,2024-03-11
C3555,P1847,purchased,2024-12-13
C1413,P1359,clicked,2024-03-25
C1673,P1315,viewed,2024-09-06
C5256,P7135,purchased,2024-07-03
C9338,P4267,viewed,2024-10-22
C7348,P3915,clicked,2024-01-07
C3746,P2606,purchased,2024-10-29
C4940,P7941,viewed,2024-04-16
C5567,P9443,clicked,2024-10-03
C3816,P9271,clicked,2024-08-01
C6461,P6966,purchased,2024-03-22
C4530,P7734,clicked,2024-12-16
C1438,P3492,clicked,2024-09-26
C5256,P3001,purchased,2024-10-22
C3583,P8061,viewed,2024-03-22
C6989,P9143,purchased,2024-10-24
C7348,P8259,purchased,2024-09-12
C6652,P8093,viewed,2024-04-23
C5297,P8656,purchased,2024-09-26
C7193,P3679,purchased,2024-02-12
C9434,P3029,viewed,2024-05-11
C4506,P5605,viewed,2024-08-20
C6463,P1070,purchased,2024-10-04
C7186,P1751,clicked,2024-07-28
C4616,P8614,viewed,2024-09-10
C3501,P1810,clicked,2024-01-07
C5458,P2236,viewed,2024-10-26
C6862,P7868,purchased,2024-12-15
C5568,P2254,viewed,2024-02-21
C1140,P5698,clicked,2024-08-06
C1827,P3507,viewed,2024-02-21
C8366,P8018,clicked,2024-11-02
C6463,P7128,purchased,2024-05-16
C1166,P9241,clicked,2024-10-10
C9615,P2376,purchased,2024-03-21
C7348,P8364,clicked,2024-01-06
C9131,P3650,purchased,2024-06-03
C6461,P9428,purchased,2024-06-23
C7647,P4869,clicked,2024-05-13
C5772,P3102,clicked,2024-12-06
C3793,P1889,clicked,2024-08-28
C9694,P6867,viewed,2024-01-12
C8310,P5294,purchased,2024-06-16
C1827,P9510,viewed,2024-09-14
C4830,P7868,purchased,2024-03-02
C5227,P6966,purchased,2024-10-13
C5297,P1152,purchased,2024-08-29
C5955,P1382,viewed,2024-03-12
C5227,P4869,viewed,2024-08-23
C3053,P6073,purchased,2024-01-13
C1304,P6555,clicked,2024-04-24
C6463,P9684,clicked,2024-04-13
C3896,P2318,viewed,2024-10-30
C4999,P9940,purchased,2024-07-05
C6946,P8614,purchased,2024-07-05
C8310,P9262,purchased,2024-03-01
C3261,P1810,viewed,2024-12-09
C9412,P2465,clicked,2024-07-19
C1273,P2824,clicked,2024-05-28
C1828,P7128,viewed,2024-04-04
C8310,P1862,viewed,2024-04-10
C1965,P2824,clicked,2024-04-25
C7186,P1657,purchased,2024-11-23
C3565,P6606,purchased,2024-06-26
C3501,P6692,viewed,2024-10-08
C3946,P2980,viewed,2024-08-16
C3583,P2957,purchased,2024-08-26
C8310,P9318,viewed,2024-12-08
C9412,P5514,clicked,2024-07-04
C8310,P5742,purchased,2024-02-01
C9339,P4848,clicked,2024-04-03
C1438,P8913,viewed,2024-02-15
C7186,P9428,clicked,2024-08-21
C7435,P9914,clicked,2024-06-28
C5118,P6311,purchased,2024-12-21
C6862,P5627,viewed,2024-10-15
C6461,P2957,purchased,2024-03-23
C8901,P6692,viewed,2024-11-29
C6105,P1792,purchased,2024-03-13
C1273,P3024,clicked,2024-10-02
C2344,P1300,viewed,2024-08-08
C9338,P2543,viewed,2024-05-13
C1140,P8677,purchased,2024-08-30
C9792,P9241,viewed,2024-11-29
C4616,P8043,clicked,2024-03-16
C4802,P6025,purchased,2024-01-12
C1464,P6645,clicked,2024-06-11
C3893,P8781,viewed,2024-07-04
C3816,P7812,purchased,2024-05-16
C3565,P1243,viewed,2024-11-08
C4506,P4851,purchased,2024-11-25
C2447,P9047,clicked,2024-08-16
C3896,P1546,viewed,2024-06-07
C1828,P6547,clicked,2024-09-26
C6946,P9579,viewed,2024-01-17
C1527,P3113,purchased,2024-04-10
C8661,P6234,clicked,2024-11-17
C3746,P9747,viewed,2024-11-21
C4935,P3630,viewed,2024-01-04
C8366,P9193,clicked,2024-08-02
C5715,P5781,clicked,2024-06-10
C6946,P6280,viewed,2024-03-30
C1140,P3730,clicked,2024-05-27
C8274,P3656,clicked,2024-08-08
C8274,P6496,viewed,2024-05-04
C8366,P3991,viewed,2024-08-15
C1627,P7542,viewed,2024-01-03
C6310,P3113,purchased,2024-04-14
C4251,P8793,viewed,2024-10-29
C3763,P5445,clicked,2024-05-26
C4530,P4346,viewed,2024-03-25
C6461,P6455,purchased,2024-04-06
C5256,P7616,viewed,2024-06-13
C5607,P5605,purchased,2024-06-02
C4883,P7108,purchased,2024-01-05
C3746,P1202,viewed,2024-10-06
C5256,P3948,viewed,2024-02-23
C5772,P4512,clicked,2024-10-03
C9304,P1070,viewed,2024-05-04
C1527,P3764,clicked,2024-09-19
C1438,P2221,clicked,2024-10-27
C5568,P9163,purchased,2024-10-24
C4044,P6496,viewed,2024-08-18
C3583,P4402,clicked,2024-11-29
C9694,P5627,clicked,2024-07-05
C9653,P9363,purchased,2024-02-26
C4530,P3518,purchased,2024-05-01
C1827,P1042,clicked,2024-07-27
C5912,P3828,purchased,2024-08-26
C9694,P8755,viewed,2024-01-27
C3565,P5451,viewed,2024-11-29
C3746,P8239,clicked,2024-08-01
C9792,P7053,purchased,2024-04-01
C1827,P2704,viewed,2024-01-25
C1673,P6230,clicked,2024-08-09
C6310,P3121,clicked,2024-12-15
C3501,P5210,purchased,2024-11-13
C8847,P1779,viewed,2024-03-13
C3746,P8614,purchased,2024-11-14
C3565,P8827,viewed,2024-10-20
C3325,P2548,viewed,2024-11-02
C7348,P6073,viewed,2024-01-15
C4999,P5170,viewed,2024-11-21
C4251,P4795,clicked,2024-12-13
C9131,P2189,clicked,2024-04-17
C9535,P6449,purchased,2024-04-05
C1648,P9587,purchased,2024-11-07
C8847,P1505,viewed,2024-11-07
C5227,P8356,purchased,2024-09-22
C1828,P8259,purchased,2024-09-22
C3946,P7483,purchased,2024-06-19
C9653,P3024,clicked,2024-03-03
C4830,P6025,viewed,2024-02-26
C5256,P9579,purchased,2024-03-09
C3583,P5210,viewed,2024-11-22
C1673,P1089,purchased,2024-05-25
C9304,P8531,viewed,2024-01-02
C1438,P8614,clicked,2024-09-30
C9304,P9515,purchased,2024-03-03
C7435,P5745,purchased,2024-12-19
C8661,P5698,viewed,2024-04-16
C2389,P7108,purchased,2024-12-02
C1166,P3507,purchased,2024-06-30
C1527,P1889,viewed,2024-07-08
C3365,P2575,viewed,2024-03-04
C4830,P7542,clicked,2024-08-09
C9304,P5752,purchased,2024-03-03
C8310,P8259,purchased,2024-10-26
C3325,P6385,clicked,2024-10-17
C3555,P5752,clicked,2024-03-03
C7647,P8082,viewed,2024-04-20
C4830,P2119,clicked,2024-07-04
C4616,P1505,purchased,2024-09-15
C3896,P3269,viewed,2024-08-15
C3365,P1521,purchased,2024-03-20
C3501,P7603,viewed,2024-07-24
C9535,P9496,purchased,2024-01-25
C3261,P7730,clicked,2024-05-14
C9535,P1125,viewed,2024-08-24
C3053,P8393,purchased,2024-04-09
C2344,P6073,viewed,2024-08-25
C4802,P3948,clicked,2024-03-01
C4506,P3824,viewed,2024-06-08
C9694,P1761,clicked,2024-10-11
C5860,P8443,viewed,2024-05-03
C1965,P4135,viewed,2024-12-07
C4506,P1779,clicked,2024-07-03
C5256,P7367,clicked,2024-10-12
C5310,P8239,viewed,2024-10-03
C7318,P4402,clicked,2024-08-09
C6946,P3591,clicked,2024-11-09
C5860,P2077,purchased,2024-05-21
C6606,P8374,purchased,2024-03-30
C6105,P3458,purchased,2024-11-21
C7318,P2548,clicked,2024-03-24
C5955,P1406,clicked,2024-02-09
C8274,P2893,clicked,2024-10-25
C1140,P6079,viewed,2024-01-22
C6989,P3687,purchased,2024-05-25
C3816,P8364,viewed,2024-05-11
C3053,P4061,clicked,2024-11-25
C5607,P2548,viewed,2024-02-29
C9393,P4667,clicked,2024-01-09
C3565,P8713,clicked,2024-10-21
C6862,P6101,clicked,2024-12-11
C2389,P3042,clicked,2024-08-08
C6606,P9241,clicked,2024-01-23
C3497,P9504,clicked,2024-01-29
C5118,P3591,purchased,2024-07-21
C1828,P1526,viewed,2024-03-18
C4935,P3113,purchased,2024-11-16
C2344,P5605,purchased,2024-08-12
C9304,P2005,purchased,2024-10-29
C3497,P4667,purchased,2024-04-05
